dao phẫu tích liền cán, số 1, chiều dài lưỡi 30 mm, dài 15 cm
dao phẫu tích liền cán, số 2, chiều dài lưỡi 36 mm, dài 15 cm
dao phẫu tích liền cán, số 3, chiều dài lưỡi 40 mm, dài 15.5 cm
dao phẫu tích liền cán, số 4, chiều dài lưỡi 45 mm, dài 16 cm
dao phẫu tích liền cán, số 5, chiều dài lưỡi 50 mm, dài 16 cm
dao phẫu tích liền cán, số 6, chiều dài lưỡi 27 mm, dài 15 cm
dao phẫu tích liền cán, số 7, chiều dài lưỡi 35 mm, dài 15 cm
dao phẫu tích liền cán, số 8, chiều dài lưỡi 40 mm, dài 16 cm
dao phẫu tích liền cán, số 9, chiều dài lưỡi 47 mm, dài 16 cm
dao phẫu tích liền cán, số 10, chiều dài lưỡi 50 mm, dài 17 cm
dao phẫu tích não virchow, chiều dài lưỡi 160 mm, dài 30 cm
dao phẫu tích não virchow, chiều dài lưỡi 200 mm, dài 33.5 cm
dao phẫu tích não virchow, chiều dài lưỡi 240 mm, dài 38 cm
cán dao  nagata, nhỏ
cán dao  nagata, lớn
lưỡi dao nagata, 3 mm
lưỡi dao nagata, 4.5 mm
lưỡi dao nagata, 6 mm
kẹp lưỡi dao troutman-chris, thẳng, dài 9 cm
kẹp lưỡi dao castroviejo, dài 13 cm
cán dao phẫu thuật, số 4, dài 13.5cm
cán dao phẫu thuật, số 3 & 4, dài 16 cm
cán dao phẫu thuật, số 4l, dài 21 cm
cán dao phẫu thuật, số 4l/ gập góc, dài 20.5 cm
cán dao phẫu thuật collin, số 9, dài 15.5 cm
cán dao phẫu thuật, đầu xoay, dài 15.5 cm
cán dao phẫu thuật, số 3, dài 16 cm
cán dao phẫu thuật, số 3, dài 12 cm
cán dao phẫu thuật, số 3l, dài 21.5 cm
cán dao phẫu thuật, số 3l/ gập góc, dài 21.5 cm
cán dao phẫu thuật, số 3xl, dài 26 cm
cán dao phẫu thuật, số 7, dài 16 cm
cán dao phẫu thuật, số 7k, dài 12.5 cm
cán dao phẫu thuật, số 3, dài 15 cm
cán dao phẫu thuật, số 3, dài 12.5 cm
cán dao phẫu thuật, số 3, thẳng, dài 14 cm
cán dao phẫu thuật, số 3/ gập góc, dài 14 cm
cán dao phẫu thuật kaye, số 3, dài 15 cm
cán dao phẫu thuật landolt, kiểu lưỡi lê, dài 21 cm
